perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Par:Eden:Space:u(a-b),MaGC:Par:Eden:Space:c(a-b),MaGC:Par:Eden:Space:u(a),MaGC:Par:Eden:Space:u(b),MaGC:Par:Eden:Space:c(a),MaGC:Par:Eden:Space:c(b),MaGC:Par:Eden:Space:i(a),MaGC:Par:Eden:Space:i(b),MaGC:Par:Eden:Space:m(a),MaGC:Par:Eden:Space:m(b),MaGC:CMS:Old:Gen:u(a-b),MaGC:CMS:Old:Gen:c(a-b),MaGC:CMS:Old:Gen:u(a),MaGC:CMS:Old:Gen:u(b),MaGC:CMS:Old:Gen:c(a),MaGC:CMS:Old:Gen:c(b),MaGC:CMS:Old:Gen:i(a),MaGC:CMS:Old:Gen:i(b),MaGC:CMS:Old:Gen:m(a),MaGC:CMS:Old:Gen:m(b),MaGC:Par:Survivor:Space:u(a-b),MaGC:Par:Survivor:Space:c(a-b),MaGC:Par:Survivor:Space:u(a),MaGC:Par:Survivor:Space:u(b),MaGC:Par:Survivor:Space:c(a),MaGC:Par:Survivor:Space:c(b),MaGC:Par:Survivor:Space:i(a),MaGC:Par:Survivor:Space:i(b),MaGC:Par:Survivor:Space:m(a),MaGC:Par:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Par:Eden:Space:u(a-b),MiGC:Par:Eden:Space:c(a-b),MiGC:Par:Eden:Space:u(a),MiGC:Par:Eden:Space:u(b),MiGC:Par:Eden:Space:c(a),MiGC:Par:Eden:Space:c(b),MiGC:Par:Eden:Space:i(a),MiGC:Par:Eden:Space:i(b),MiGC:Par:Eden:Space:m(a),MiGC:Par:Eden:Space:m(b),MiGC:CMS:Old:Gen:u(a-b),MiGC:CMS:Old:Gen:c(a-b),MiGC:CMS:Old:Gen:u(a),MiGC:CMS:Old:Gen:u(b),MiGC:CMS:Old:Gen:c(a),MiGC:CMS:Old:Gen:c(b),MiGC:CMS:Old:Gen:i(a),MiGC:CMS:Old:Gen:i(b),MiGC:CMS:Old:Gen:m(a),MiGC:CMS:Old:Gen:m(b),MiGC:Par:Survivor:Space:u(a-b),MiGC:Par:Survivor:Space:c(a-b),MiGC:Par:Survivor:Space:u(a),MiGC:Par:Survivor:Space:u(b),MiGC:Par:Survivor:Space:c(a),MiGC:Par:Survivor:Space:c(b),MiGC:Par:Survivor:Space:i(a),MiGC:Par:Survivor:Space:i(b),MiGC:Par:Survivor:Space:m(a),MiGC:Par:Survivor:Space:m(b)
1167470,209715200,9408240,200306960,1167469,69926912,64149896,5777016,7,1.0,15038,20155,5117,343800,0,5040784,4696984,27983872,27983872,27983872,27983872,27983872,27983872,-1242968,0,47881584,49124552,69926912,69926912,69926912,69926912,69926912,69926912,1468832,0,1468832,0,3473408,3473408,3473408,3473408,3473408,3473408,280,7.539342224E9,6.4149896E7,146000.0,6.4003896E7,1148519.0,1167461,1167465,4,-27712648,0,0,27712648,27983872,27983872,27983872,27983872,27983872,27983872,144,0,64149896,64149752,69926912,69926912,69926912,69926912,69926912,69926912,691480,0,1361120,669640,3473408,3473408,3473408,3473408,3473408,3473408
1171210,209715200,9408240,200306960,1171139,69926912,64266624,5660288,7,1.0,15038,20155,5117,343800,0,5040784,4696984,27983872,27983872,27983872,27983872,27983872,27983872,-1242968,0,47881584,49124552,69926912,69926912,69926912,69926912,69926912,69926912,1468832,0,1468832,0,3473408,3473408,3473408,3473408,3473408,3473408,281,7.567326096E9,6.4266624E7,146000.0,6.4120624E7,1152248.0,1171174,1171194,20,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,116728,0,64266624,64149896,69926912,69926912,69926912,69926912,69926912,69926912,299168,0,1660288,1361120,3473408,3473408,3473408,3473408,3473408,3473408
1175549,209715200,9408240,200306960,1175548,69926912,64266624,5660288,7,1.0,15038,20155,5117,343800,0,5040784,4696984,27983872,27983872,27983872,27983872,27983872,27983872,-1242968,0,47881584,49124552,69926912,69926912,69926912,69926912,69926912,69926912,1468832,0,1468832,0,3473408,3473408,3473408,3473408,3473408,3473408,282,7.59524352E9,6.4266624E7,146000.0,6.4120624E7,1156555.0,1175497,1175501,4,-27917424,0,0,27917424,27983872,27983872,27983872,27983872,27983872,27983872,0,0,64266624,64266624,69926912,69926912,69926912,69926912,69926912,69926912,-561112,0,1099176,1660288,3473408,3473408,3473408,3473408,3473408,3473408
1180447,209715200,9408240,200306960,1180446,69926912,64325024,5601888,7,1.0,15038,20155,5117,343800,0,5040784,4696984,27983872,27983872,27983872,27983872,27983872,27983872,-1242968,0,47881584,49124552,69926912,69926912,69926912,69926912,69926912,69926912,1468832,0,1468832,0,3473408,3473408,3473408,3473408,3473408,3473408,283,7.623227392E9,6.4325024E7,146000.0,6.4179024E7,1161390.0,1180330,1180336,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,64325024,64266624,69926912,69926912,69926912,69926912,69926912,69926912,223416,0,1322592,1099176,3473408,3473408,3473408,3473408,3473408,3473408
1184259,209715200,9408240,200306960,1184258,69926912,64385304,5541608,7,1.0,15038,20155,5117,343800,0,5040784,4696984,27983872,27983872,27983872,27983872,27983872,27983872,-1242968,0,47881584,49124552,69926912,69926912,69926912,69926912,69926912,69926912,1468832,0,1468832,0,3473408,3473408,3473408,3473408,3473408,3473408,284,7.651074456E9,6.4385304E7,146000.0,6.4239304E7,1165280.0,1184219,1184226,7,-27847064,0,0,27847064,27983872,27983872,27983872,27983872,27983872,27983872,60280,0,64385304,64325024,69926912,69926912,69926912,69926912,69926912,69926912,-252136,0,1070456,1322592,3473408,3473408,3473408,3473408,3473408,3473408
1184406,209715200,9408240,200306960,1184403,69926912,46581728,23345184,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,284,7.651074456E9,6.4385304E7,146000.0,6.4239304E7,1165280.0,1184219,1184226,7,-27847064,0,0,27847064,27983872,27983872,27983872,27983872,27983872,27983872,60280,0,64385304,64325024,69926912,69926912,69926912,69926912,69926912,69926912,-252136,0,1070456,1322592,3473408,3473408,3473408,3473408,3473408,3473408
1187855,209715200,9408240,200306960,1187854,69926912,46581728,23345184,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,285,7.678966272E9,6.4414432E7,146000.0,6.4268432E7,1168933.0,1187873,1187879,6,-27891816,0,0,27891816,27983872,27983872,27983872,27983872,27983872,27983872,29128,0,46610856,46581728,69926912,69926912,69926912,69926912,69926912,69926912,231176,0,1301632,1070456,3473408,3473408,3473408,3473408,3473408,3473408
1191498,209715200,9408240,200306960,1191497,69926912,46669256,23257656,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,286,7.70678504E9,6.4472832E7,146000.0,6.4326832E7,1172491.0,1191433,1191437,4,-27818768,0,0,27818768,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,46669256,46610856,69926912,69926912,69926912,69926912,69926912,69926912,-26672,0,1274960,1301632,3473408,3473408,3473408,3473408,3473408,3473408
1195649,209715200,9408240,200306960,1195648,69926912,46698456,23228456,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,287,7.734635016E9,6.4502032E7,146000.0,6.4356032E7,1176665.0,1195606,1195611,5,-27849976,0,0,27849976,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,46698456,46669256,69926912,69926912,69926912,69926912,69926912,69926912,-80584,0,1332400,1412984,3473408,3473408,3473408,3473408,3473408,3473408
1200066,209715200,9408240,200306960,1200065,69926912,46786056,23140856,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,288,7.7625948E9,6.4589632E7,146000.0,6.4443632E7,1181109.0,1200049,1200055,6,-27959784,0,0,27959784,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,46786056,46698456,69926912,69926912,69926912,69926912,69926912,69926912,-59488,0,1272912,1332400,3473408,3473408,3473408,3473408,3473408,3473408
1204496,209715200,9408240,200306960,1204495,69926912,46786056,23140856,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,289,7.790578672E9,6.4618832E7,146000.0,6.4472832E7,1185579.0,1204519,1204525,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,46815256,46786056,69926912,69926912,69926912,69926912,69926912,69926912,-133832,0,1139080,1272912,3473408,3473408,3473408,3473408,3473408,3473408
1209108,209715200,9417576,200297624,1209107,69926912,46902856,23024056,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,290,7.818558304E9,6.4706432E7,146000.0,6.4560432E7,1190111.0,1209052,1209057,5,-27979632,0,0,27979632,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,46902856,46815256,69926912,69926912,69926912,69926912,69926912,69926912,75528,0,1214608,1139080,3473408,3473408,3473408,3473408,3473408,3473408
1212954,209715200,9417576,200297624,1212953,69926912,46936360,22990552,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,291,7.846475808E9,6.4739936E7,146000.0,6.4593936E7,1194007.0,1212949,1212953,4,-27917504,0,0,27917504,27983872,27983872,27983872,27983872,27983872,27983872,33504,0,46936360,46902856,69926912,69926912,69926912,69926912,69926912,69926912,-115432,0,1099176,1214608,3473408,3473408,3473408,3473408,3473408,3473408
1216570,209715200,9417576,200297624,1216527,69926912,46994760,22932152,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,292,7.87445968E9,6.4798336E7,146000.0,6.4652336E7,1197609.0,1216549,1216555,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,46994760,46936360,69926912,69926912,69926912,69926912,69926912,69926912,616504,0,1715680,1099176,3473408,3473408,3473408,3473408,3473408,3473408
1221044,209715200,9417576,200297624,1221041,69926912,47024192,22902720,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,293,7.902370408E9,6.4827768E7,146000.0,6.4681768E7,1202041.0,1220981,1220987,6,-27910728,0,0,27910728,27983872,27983872,27983872,27983872,27983872,27983872,29432,0,47024192,46994760,69926912,69926912,69926912,69926912,69926912,69926912,-340480,0,1375200,1715680,3473408,3473408,3473408,3473408,3473408,3473408
1225243,209715200,9417576,200297624,1225242,69926912,47024192,22902720,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,294,7.93035428E9,6.4886096E7,146000.0,6.4740096E7,1206341.0,1225281,1225287,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58328,0,47082520,47024192,69926912,69926912,69926912,69926912,69926912,69926912,311760,0,1686960,1375200,3473408,3473408,3473408,3473408,3473408,3473408
1229091,209715200,9417576,200297624,1229089,69926912,47111720,22815192,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,295,7.958205432E9,6.4915296E7,146000.0,6.4769296E7,1210100.0,1229041,1229046,5,-27851152,0,0,27851152,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,47111720,47082520,69926912,69926912,69926912,69926912,69926912,69926912,-583688,0,1103272,1686960,3473408,3473408,3473408,3473408,3473408,3473408
1232691,209715200,9417576,200297624,1232690,69926912,47141064,22785848,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,296,7.98599928E9,6.494464E7,146000.0,6.479864E7,1213691.0,1232633,1232637,4,-27793848,0,0,27793848,27983872,27983872,27983872,27983872,27983872,27983872,29344,0,47141064,47111720,69926912,69926912,69926912,69926912,69926912,69926912,26672,0,1129944,1103272,3473408,3473408,3473408,3473408,3473408,3473408
1236384,209715200,9417576,200297624,1236383,69926912,47228592,22698320,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,297,8.013774696E9,6.5032168E7,146000.0,6.4886168E7,1217436.0,1236377,1236382,5,-27775416,0,0,27775416,27983872,27983872,27983872,27983872,27983872,27983872,87528,0,47228592,47141064,69926912,69926912,69926912,69926912,69926912,69926912,-88208,0,1041736,1129944,3473408,3473408,3473408,3473408,3473408,3473408
1240310,209715200,9417576,200297624,1240309,69926912,47228592,22698320,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,298,8.04173748E9,6.5032168E7,146000.0,6.4886168E7,1221348.0,1240269,1240294,25,-27962784,0,0,27962784,27983872,27983872,27983872,27983872,27983872,27983872,0,0,47228592,47228592,69926912,69926912,69926912,69926912,69926912,69926912,335512,0,1377248,1041736,3473408,3473408,3473408,3473408,3473408,3473408
1244409,209715200,9417576,200297624,1244408,69926912,47287088,22639824,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,299,8.06963996E9,6.5090664E7,146000.0,6.4944664E7,1225452.0,1244393,1244398,5,-27902480,0,0,27902480,27983872,27983872,27983872,27983872,27983872,27983872,58496,0,47287088,47228592,69926912,69926912,69926912,69926912,69926912,69926912,2048,0,1379296,1377248,3473408,3473408,3473408,3473408,3473408,3473408
1248349,209715200,9417576,200297624,1248348,69926912,47345488,22581424,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,300,8.097385336E9,6.5149064E7,146000.0,6.5003064E7,1229330.0,1248272,1248276,4,-27745376,0,0,27745376,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,47345488,47287088,69926912,69926912,69926912,69926912,69926912,69926912,-685032,0,694264,1379296,3473408,3473408,3473408,3473408,3473408,3473408
1251411,209715200,9417576,200297624,1251410,69926912,47403888,22523024,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,301,8.125300296E9,6.5207464E7,146000.0,6.5061464E7,1232457.0,1251399,1251403,4,-27914960,0,0,27914960,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,47403888,47345488,69926912,69926912,69926912,69926912,69926912,69926912,440624,0,1272912,832288,3473408,3473408,3473408,3473408,3473408,3473408
1255325,209715200,9417576,200297624,1255324,69926912,47403888,22523024,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,303,8.12541496E9,6.6364728E7,175200.0,6.6189528E7,1236462.0,1255386,1255408,22,-114664,0,0,114664,27983872,27983872,27983872,27983872,27983872,27983872,1128064,0,48561152,47433088,69926912,69926912,69926912,69926912,69926912,69926912,-1141752,0,0,1141752,3473408,3473408,3473408,3473408,3473408,3473408
1259652,209715200,9417576,200297624,1259651,69926912,48561152,21365760,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,304,8.153164464E9,6.6364728E7,175200.0,6.6189528E7,1240649.0,1259592,1259595,3,-27749504,0,0,27749504,27983872,27983872,27983872,27983872,27983872,27983872,0,0,48561152,48561152,69926912,69926912,69926912,69926912,69926912,69926912,1274960,0,1274960,0,3473408,3473408,3473408,3473408,3473408,3473408
1263749,209715200,9417576,200297624,1263748,69926912,48590352,21336560,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,305,8.18105844E9,6.6393928E7,175200.0,6.6218728E7,1244748.0,1263690,1263694,4,-27893976,0,0,27893976,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,48590352,48561152,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1274960,1274960,3473408,3473408,3473408,3473408,3473408,3473408
1268565,209715200,9417576,200297624,1268564,69926912,48619552,21307360,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,306,8.208807888E9,6.6423128E7,175200.0,6.6247928E7,1249618.0,1268560,1268564,4,-27749448,0,0,27749448,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,48619552,48590352,69926912,69926912,69926912,69926912,69926912,69926912,-347472,0,927488,1274960,3473408,3473408,3473408,3473408,3473408,3473408
1272126,209715200,9417576,200297624,1272126,69926912,48707152,21219760,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,307,8.236771352E9,6.6510728E7,175200.0,6.6335528E7,1253133.0,1272075,1272079,4,-27963464,0,0,27963464,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,48707152,48619552,69926912,69926912,69926912,69926912,69926912,69926912,254320,0,1181808,927488,3473408,3473408,3473408,3473408,3473408,3473408
1275801,209715200,9417576,200297624,1275800,69926912,48707152,21219760,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,308,8.264750968E9,6.6510728E7,175200.0,6.6335528E7,1256854.0,1275764,1275800,36,-27979616,0,0,27979616,27983872,27983872,27983872,27983872,27983872,27983872,0,0,48707152,48707152,69926912,69926912,69926912,69926912,69926912,69926912,180432,0,1362240,1181808,3473408,3473408,3473408,3473408,3473408,3473408
1279647,209715200,9417576,200297624,1279645,69926912,48823952,21102960,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,309,8.29269276E9,6.6627528E7,175200.0,6.6452328E7,1260649.0,1279589,1279595,6,-27941792,0,0,27941792,27983872,27983872,27983872,27983872,27983872,27983872,116800,0,48823952,48707152,69926912,69926912,69926912,69926912,69926912,69926912,-320504,0,1041736,1362240,3473408,3473408,3473408,3473408,3473408,3473408
1283807,209715200,9417576,200297624,1283806,69926912,48823952,21102960,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,310,8.320501504E9,6.6627528E7,175200.0,6.6452328E7,1264845.0,1283765,1283791,26,-27808744,0,0,27808744,27983872,27983872,27983872,27983872,27983872,27983872,0,0,48823952,48823952,69926912,69926912,69926912,69926912,69926912,69926912,59488,0,1101224,1041736,3473408,3473408,3473408,3473408,3473408,3473408
1287735,209715200,9417576,200297624,1287735,69926912,48882352,21044560,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,311,8.348440784E9,6.6685928E7,175200.0,6.6510728E7,1268788.0,1287729,1287734,5,-27939280,0,0,27939280,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,48882352,48823952,69926912,69926912,69926912,69926912,69926912,69926912,278072,0,1379296,1101224,3473408,3473408,3473408,3473408,3473408,3473408
1291193,209715200,9417576,200297624,1291192,69926912,48940752,20986160,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,312,8.376347984E9,6.6744328E7,175200.0,6.6569128E7,1272200.0,1291141,1291146,5,-27907200,0,0,27907200,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,48940752,48882352,69926912,69926912,69926912,69926912,69926912,69926912,-276024,0,1103272,1379296,3473408,3473408,3473408,3473408,3473408,3473408
1294894,209715200,9417576,200297624,1294893,69926912,48999152,20927760,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,313,8.404061632E9,6.6802728E7,175200.0,6.6627528E7,1275912.0,1294849,1294858,9,-27713648,0,0,27713648,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,48999152,48940752,69926912,69926912,69926912,69926912,69926912,69926912,202456,0,1305728,1103272,3473408,3473408,3473408,3473408,3473408,3473408
1299284,209715200,9417576,200297624,1299283,69926912,49057552,20869360,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,314,8.432045504E9,6.6861128E7,175200.0,6.6685928E7,1280293.0,1299233,1299239,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,49057552,48999152,69926912,69926912,69926912,69926912,69926912,69926912,-437728,0,868000,1305728,3473408,3473408,3473408,3473408,3473408,3473408
1302555,209715200,9417576,200297624,1302555,69926912,49057552,20869360,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,315,8.460029376E9,6.6890328E7,175200.0,6.6715128E7,1283639.0,1302581,1302585,4,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,49086752,49057552,69926912,69926912,69926912,69926912,69926912,69926912,616504,0,1484504,868000,3473408,3473408,3473408,3473408,3473408,3473408
1305981,209715200,9417576,200297624,1305980,69926912,49115952,20810960,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,316,8.487963312E9,6.6919528E7,175200.0,6.6744328E7,1287005.0,1305925,1305951,26,-27933936,0,0,27933936,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,49115952,49086752,69926912,69926912,69926912,69926912,69926912,69926912,-14080,0,1470424,1484504,3473408,3473408,3473408,3473408,3473408,3473408
1310595,209715200,9417576,200297624,1310594,69926912,49203552,20723360,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,317,8.515947184E9,6.7007128E7,175200.0,6.6831928E7,1291575.0,1310510,1310521,11,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,49203552,49115952,69926912,69926912,69926912,69926912,69926912,69926912,-188376,0,1282048,1470424,3473408,3473408,3473408,3473408,3473408,3473408
1314466,209715200,9417576,200297624,1314465,69926912,49203552,20723360,8,277.0,1184226,1184292,66,141416,0,347056,205640,27983872,27983872,27983872,27983872,27983872,27983872,-17803576,0,46581728,64385304,69926912,69926912,69926912,69926912,69926912,69926912,0,0,1070456,1070456,3473408,3473408,3473408,3473408,3473408,3473408,318,8.543931056E9,6.7036328E7,175200.0,6.6861128E7,1295541.0,1314482,1314487,5,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,49232752,49203552,69926912,69926912,69926912,69926912,69926912,69926912,464400,0,1746448,1282048,3473408,3473408,3473408,3473408,3473408,3473408
