perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Tenured:Gen:u(a-b),MiGC:Tenured:Gen:c(a-b),MiGC:Tenured:Gen:u(a),MiGC:Tenured:Gen:u(b),MiGC:Tenured:Gen:c(a),MiGC:Tenured:Gen:c(b),MiGC:Tenured:Gen:i(a),MiGC:Tenured:Gen:i(b),MiGC:Tenured:Gen:m(a),MiGC:Tenured:Gen:m(b),MiGC:Eden:Space:u(a-b),MiGC:Eden:Space:c(a-b),MiGC:Eden:Space:u(a),MiGC:Eden:Space:u(b),MiGC:Eden:Space:c(a),MiGC:Eden:Space:c(b),MiGC:Eden:Space:i(a),MiGC:Eden:Space:i(b),MiGC:Eden:Space:m(a),MiGC:Eden:Space:m(b),MiGC:Survivor:Space:u(a-b),MiGC:Survivor:Space:c(a-b),MiGC:Survivor:Space:u(a),MiGC:Survivor:Space:u(b),MiGC:Survivor:Space:c(a),MiGC:Survivor:Space:c(b),MiGC:Survivor:Space:i(a),MiGC:Survivor:Space:i(b),MiGC:Survivor:Space:m(a),MiGC:Survivor:Space:m(b)
7608,524288000,12283176,512004824,7586,139853824,2744504,137109320,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,6862,6891,29,20376,0,2744504,2724128,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,255688,0,1876792,1621104,6946816,6946816,6946816,6946816,6946816,6946816
8166,524288000,12447176,511840824,8138,139853824,2791712,137062112,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.5967744E7,2791712.0,0.0,2791712.0,1237.0,8120,8128,8,47208,0,2791712,2744504,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,61712,0,1938504,1876792,6946816,6946816,6946816,6946816,6946816,6946816
9156,524288000,12503240,511784760,9132,139853824,3135760,136718064,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.11935488E8,3135760.0,0.0,3135760.0,2173.0,9059,9064,5,344048,0,3135760,2791712,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,-642872,0,1295632,1938504,6946816,6946816,6946816,6946816,6946816,6946816
10042,524288000,12555048,511732952,10035,139853824,3148080,136705744,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.67903232E8,3148080.0,0.0,3148080.0,3012.0,9898,9903,5,12320,0,3148080,3135760,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,123848,0,1419480,1295632,6946816,6946816,6946816,6946816,6946816,6946816
10683,524288000,12576664,511711336,10679,139853824,3161528,136692296,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.23870496E8,3161528.0,0.0,3161528.0,3765.0,10653,10656,3,13448,0,3161528,3148080,139853824,139853824,139853824,139853824,139853824,139853824,-55967264,0,0,55967264,55967744,55967744,55967744,55967744,55967744,55967744,236968,0,1656448,1419480,6946816,6946816,6946816,6946816,6946816,6946816
11448,524288000,12591224,511696776,11442,139853824,3164528,136689296,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.7983824E8,3164528.0,0.0,3164528.0,4403.0,11289,11294,5,3000,0,3164528,3161528,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,176928,0,1833376,1656448,6946816,6946816,6946816,6946816,6946816,6946816
12123,524288000,12605464,511682536,12117,139853824,3164528,136689296,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.35805984E8,3167112.0,0.0,3167112.0,5266.0,12154,12157,3,2584,0,3167112,3164528,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,-81240,0,1752136,1833376,6946816,6946816,6946816,6946816,6946816,6946816
12768,524288000,12621784,511666216,12765,139853824,3167112,136686712,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.91773728E8,3170824.0,0.0,3170824.0,5903.0,12791,12794,3,3712,0,3170824,3167112,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,12048,0,1764184,1752136,6946816,6946816,6946816,6946816,6946816,6946816
13585,524288000,12633752,511654248,13580,139853824,3176464,136677360,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4.47741472E8,3176464.0,0.0,3176464.0,6667.0,13554,13558,4,5640,0,3176464,3170824,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,-113128,0,1651056,1764184,6946816,6946816,6946816,6946816,6946816,6946816
14095,524288000,12648784,511639216,14092,139853824,3176464,136677360,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.03709216E8,3181304.0,0.0,3181304.0,7260.0,14147,14151,4,4840,0,3181304,3176464,139853824,139853824,139853824,139853824,139853824,139853824,-55967744,0,0,55967744,55967744,55967744,55967744,55967744,55967744,55967744,-28736,0,1622320,1651056,6946816,6946816,6946816,6946816,6946816,6946816
