perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Par:Eden:Space:u(a-b),MaGC:Par:Eden:Space:c(a-b),MaGC:Par:Eden:Space:u(a),MaGC:Par:Eden:Space:u(b),MaGC:Par:Eden:Space:c(a),MaGC:Par:Eden:Space:c(b),MaGC:Par:Eden:Space:i(a),MaGC:Par:Eden:Space:i(b),MaGC:Par:Eden:Space:m(a),MaGC:Par:Eden:Space:m(b),MaGC:CMS:Old:Gen:u(a-b),MaGC:CMS:Old:Gen:c(a-b),MaGC:CMS:Old:Gen:u(a),MaGC:CMS:Old:Gen:u(b),MaGC:CMS:Old:Gen:c(a),MaGC:CMS:Old:Gen:c(b),MaGC:CMS:Old:Gen:i(a),MaGC:CMS:Old:Gen:i(b),MaGC:CMS:Old:Gen:m(a),MaGC:CMS:Old:Gen:m(b),MaGC:Par:Survivor:Space:u(a-b),MaGC:Par:Survivor:Space:c(a-b),MaGC:Par:Survivor:Space:u(a),MaGC:Par:Survivor:Space:u(b),MaGC:Par:Survivor:Space:c(a),MaGC:Par:Survivor:Space:c(b),MaGC:Par:Survivor:Space:i(a),MaGC:Par:Survivor:Space:i(b),MaGC:Par:Survivor:Space:m(a),MaGC:Par:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Par:Eden:Space:u(a-b),MiGC:Par:Eden:Space:c(a-b),MiGC:Par:Eden:Space:u(a),MiGC:Par:Eden:Space:u(b),MiGC:Par:Eden:Space:c(a),MiGC:Par:Eden:Space:c(b),MiGC:Par:Eden:Space:i(a),MiGC:Par:Eden:Space:i(b),MiGC:Par:Eden:Space:m(a),MiGC:Par:Eden:Space:m(b),MiGC:CMS:Old:Gen:u(a-b),MiGC:CMS:Old:Gen:c(a-b),MiGC:CMS:Old:Gen:u(a),MiGC:CMS:Old:Gen:u(b),MiGC:CMS:Old:Gen:c(a),MiGC:CMS:Old:Gen:c(b),MiGC:CMS:Old:Gen:i(a),MiGC:CMS:Old:Gen:i(b),MiGC:CMS:Old:Gen:m(a),MiGC:CMS:Old:Gen:m(b),MiGC:Par:Survivor:Space:u(a-b),MiGC:Par:Survivor:Space:c(a-b),MiGC:Par:Survivor:Space:u(a),MiGC:Par:Survivor:Space:u(b),MiGC:Par:Survivor:Space:c(a),MiGC:Par:Survivor:Space:c(b),MiGC:Par:Survivor:Space:i(a),MiGC:Par:Survivor:Space:i(b),MiGC:Par:Survivor:Space:m(a),MiGC:Par:Survivor:Space:m(b)
794849,209715200,9404736,200310464,794848,69926912,56593824,13333088,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,177,4.745427896E9,5.6797648E7,58400.0,5.6739248E7,779022.0,794885,794891,6,-27947184,0,0,27947184,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,56681424,56593824,69926912,69926912,69926912,69926912,69926912,69926912,-299800,0,1041736,1341536,3473408,3473408,3473408,3473408,3473408,3473408
798792,209715200,9404736,200310464,798791,69926912,56681424,13245488,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,178,4.773380296E9,5.6797648E7,58400.0,5.6739248E7,782873.0,798733,798742,9,-27952400,0,0,27952400,27983872,27983872,27983872,27983872,27983872,27983872,0,0,56681424,56681424,69926912,69926912,69926912,69926912,69926912,69926912,595408,0,1637144,1041736,3473408,3473408,3473408,3473408,3473408,3473408
803224,209715200,9404736,200310464,803223,69926912,56798224,13128688,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,179,4.801280232E9,5.6914448E7,58400.0,5.6856048E7,787279.0,803141,803148,7,-27899936,0,0,27899936,27983872,27983872,27983872,27983872,27983872,27983872,116800,0,56798224,56681424,69926912,69926912,69926912,69926912,69926912,69926912,-319384,0,1317760,1637144,3473408,3473408,3473408,3473408,3473408,3473408
807039,209715200,9404736,200310464,807038,69926912,56798224,13128688,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,180,4.829142928E9,5.6914448E7,58400.0,5.6856048E7,791162.0,806997,807031,34,-27862696,0,0,27862696,27983872,27983872,27983872,27983872,27983872,27983872,0,0,56798224,56798224,69926912,69926912,69926912,69926912,69926912,69926912,290664,0,1608424,1317760,3473408,3473408,3473408,3473408,3473408,3473408
811068,209715200,9404736,200310464,811067,69926912,56885824,13041088,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,181,4.857119224E9,5.7002048E7,58400.0,5.6943648E7,795171.0,811033,811040,7,-27976296,0,0,27976296,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,56885824,56798224,69926912,69926912,69926912,69926912,69926912,69926912,-197488,0,1410936,1608424,3473408,3473408,3473408,3473408,3473408,3473408
815504,209715200,9404736,200310464,815503,69926912,56915024,13011888,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,182,4.885101792E9,5.7031248E7,58400.0,5.6972848E7,799610.0,815473,815479,6,-27982568,0,0,27982568,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,56915024,56885824,69926912,69926912,69926912,69926912,69926912,69926912,-136904,0,1274032,1410936,3473408,3473408,3473408,3473408,3473408,3473408
820129,209715200,9405072,200310128,820128,69926912,56944224,12982688,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,183,4.91306852E9,5.7060448E7,58400.0,5.7002048E7,804259.0,820121,820128,7,-27966728,0,0,27966728,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,56944224,56915024,69926912,69926912,69926912,69926912,69926912,69926912,27600,0,1301632,1274032,3473408,3473408,3473408,3473408,3473408,3473408
824331,209715200,9405072,200310128,824330,69926912,57002624,12924288,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,184,4.941052392E9,5.7118848E7,58400.0,5.7060448E7,808425.0,824287,824294,7,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,57002624,56944224,69926912,69926912,69926912,69926912,69926912,69926912,-202456,0,1099176,1301632,3473408,3473408,3473408,3473408,3473408,3473408
828318,209715200,9405072,200310128,828317,69926912,57002624,12924288,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,185,4.969036264E9,5.7177248E7,58400.0,5.7118848E7,812470.0,828333,828339,6,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,57061024,57002624,69926912,69926912,69926912,69926912,69926912,69926912,591880,0,1691056,1099176,3473408,3473408,3473408,3473408,3473408,3473408
832491,209715200,9405072,200310128,832490,69926912,57090224,12836688,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,186,4.996844216E9,5.7206448E7,58400.0,5.7148048E7,816583.0,832425,832452,27,-27807952,0,0,27807952,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,57090224,57061024,69926912,69926912,69926912,69926912,69926912,69926912,-561112,0,1129944,1691056,3473408,3473408,3473408,3473408,3473408,3473408
836255,209715200,9405256,200309944,836254,69926912,57177824,12749088,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,187,5.024755152E9,5.7294048E7,58400.0,5.7235648E7,820380.0,836242,836249,7,-27910936,0,0,27910936,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,57177824,57090224,69926912,69926912,69926912,69926912,69926912,69926912,-261944,0,868000,1129944,3473408,3473408,3473408,3473408,3473408,3473408
839673,209715200,9406360,200308840,839672,69926912,57177824,12749088,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,189,5.024830792E9,5.8129848E7,87600.0,5.8042248E7,823904.0,839713,839773,60,-75640,0,0,75640,27983872,27983872,27983872,27983872,27983872,27983872,806600,0,58013624,57207024,69926912,69926912,69926912,69926912,69926912,69926912,-731152,0,75616,806768,3473408,3473408,3473408,3473408,3473408,3473408
844314,209715200,9406360,200308840,844313,69926912,58087216,11839696,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,190,5.052814664E9,5.820344E7,87600.0,5.811584E7,828404.0,844241,844273,32,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,73592,0,58087216,58013624,69926912,69926912,69926912,69926912,69926912,69926912,477384,0,923248,445864,3473408,3473408,3473408,3473408,3473408,3473408
848423,209715200,9406360,200308840,848422,69926912,58179080,11747832,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,191,5.080681192E9,5.8295304E7,87600.0,5.8207704E7,832543.0,848406,848412,6,-27866528,0,0,27866528,27983872,27983872,27983872,27983872,27983872,27983872,91864,0,58179080,58087216,69926912,69926912,69926912,69926912,69926912,69926912,149256,0,1072504,923248,3473408,3473408,3473408,3473408,3473408,3473408
852275,209715200,9406360,200308840,852274,69926912,58208280,11718632,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,192,5.108585176E9,5.8324504E7,87600.0,5.8236904E7,836404.0,852259,852273,14,-27903984,0,0,27903984,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58208280,58179080,69926912,69926912,69926912,69926912,69926912,69926912,229128,0,1301632,1072504,3473408,3473408,3473408,3473408,3473408,3473408
856670,209715200,9406544,200308656,856669,69926912,58266680,11660232,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,193,5.136539152E9,5.8382904E7,87600.0,5.8295304E7,840774.0,856637,856643,6,-27953976,0,0,27953976,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,58266680,58208280,69926912,69926912,69926912,69926912,69926912,69926912,-433632,0,868000,1301632,3473408,3473408,3473408,3473408,3473408,3473408
860353,209715200,9406544,200308656,860352,69926912,58295880,11631032,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,194,5.164324024E9,5.8412104E7,87600.0,5.8324504E7,844428.0,860293,860297,4,-27784872,0,0,27784872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58295880,58266680,69926912,69926912,69926912,69926912,69926912,69926912,261944,0,1129944,868000,3473408,3473408,3473408,3473408,3473408,3473408
864278,209715200,9406544,200308656,864277,69926912,58295880,11631032,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,195,5.192307896E9,5.8499704E7,87600.0,5.8412104E7,848480.0,864308,864349,41,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,58383480,58295880,69926912,69926912,69926912,69926912,69926912,69926912,356608,0,1486552,1129944,3473408,3473408,3473408,3473408,3473408,3473408
868161,209715200,9406544,200308656,868160,69926912,58412680,11514232,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,196,5.220185128E9,5.8528904E7,87600.0,5.8441304E7,852287.0,868141,868156,15,-27877232,0,0,27877232,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58412680,58383480,69926912,69926912,69926912,69926912,69926912,69926912,-182872,0,1303680,1486552,3473408,3473408,3473408,3473408,3473408,3473408
871962,209715200,9406544,200308656,871961,69926912,58471080,11455832,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,197,5.248169E9,5.8587304E7,87600.0,5.8499704E7,856027.0,871892,871896,4,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,58471080,58412680,69926912,69926912,69926912,69926912,69926912,69926912,-30768,0,1272912,1303680,3473408,3473408,3473408,3473408,3473408,3473408
875932,209715200,9406544,200308656,875928,69926912,58500280,11426632,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,198,5.27614204E9,5.8616504E7,87600.0,5.8528904E7,860058.0,875901,875927,26,-27973040,0,0,27973040,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58500280,58471080,69926912,69926912,69926912,69926912,69926912,69926912,-280992,0,1129944,1410936,3473408,3473408,3473408,3473408,3473408,3473408
880142,209715200,9406544,200308656,880141,69926912,58558824,11368088,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,199,5.303930976E9,5.8675048E7,87600.0,5.8587448E7,864189.0,880053,880058,5,-27788936,0,0,27788936,27983872,27983872,27983872,27983872,27983872,27983872,58544,0,58558824,58500280,69926912,69926912,69926912,69926912,69926912,69926912,142968,0,1272912,1129944,3473408,3473408,3473408,3473408,3473408,3473408
884279,209715200,9406544,200308656,884278,69926912,58587952,11338960,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,200,5.331908784E9,5.8704176E7,87600.0,5.8616576E7,868355.0,884218,884224,6,-27977808,0,0,27977808,27983872,27983872,27983872,27983872,27983872,27983872,29128,0,58587952,58558824,69926912,69926912,69926912,69926912,69926912,69926912,-100168,0,1172744,1272912,3473408,3473408,3473408,3473408,3473408,3473408
888629,209715200,9406544,200308656,888628,69926912,58587952,11338960,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,201,5.359892656E9,5.8762576E7,87600.0,5.8674976E7,872808.0,888644,888677,33,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,58646352,58587952,69926912,69926912,69926912,69926912,69926912,69926912,-91104,0,1081640,1172744,3473408,3473408,3473408,3473408,3473408,3473408
893208,209715200,9406544,200308656,893207,69926912,58675552,11251360,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,202,5.387708096E9,5.8791776E7,87600.0,5.8704176E7,877295.0,893152,893164,12,-27815440,0,0,27815440,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58675552,58646352,69926912,69926912,69926912,69926912,69926912,69926912,-182872,0,898768,1081640,3473408,3473408,3473408,3473408,3473408,3473408
896982,209715200,9406544,200308656,896981,69926912,58733952,11192960,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,203,5.41565608E9,5.8850176E7,87600.0,5.8762576E7,881100.0,896962,896969,7,-27947984,0,0,27947984,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,58733952,58675552,69926912,69926912,69926912,69926912,69926912,69926912,-628808,0,887584,1516392,3473408,3473408,3473408,3473408,3473408,3473408
900701,209715200,9406544,200308656,900700,69926912,58792352,11134560,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,204,5.443516048E9,5.8908576E7,87600.0,5.8820976E7,884831.0,900693,900700,7,-27859968,0,0,27859968,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,58792352,58733952,69926912,69926912,69926912,69926912,69926912,69926912,-19584,0,868000,887584,3473408,3473408,3473408,3473408,3473408,3473408
903751,209715200,9406544,200308656,903750,69926912,58792496,11134416,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,205,5.471226848E9,5.890872E7,87600.0,5.882112E7,887844.0,903680,903713,33,-27710800,0,0,27710800,27983872,27983872,27983872,27983872,27983872,27983872,144,0,58792496,58792352,69926912,69926912,69926912,69926912,69926912,69926912,261944,0,1129944,868000,3473408,3473408,3473408,3473408,3473408,3473408
907619,209715200,9406544,200308656,907618,69926912,58880024,11046888,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,206,5.499200288E9,5.8996248E7,87600.0,5.8908648E7,891739.0,907603,907608,5,-27973440,0,0,27973440,27983872,27983872,27983872,27983872,27983872,27983872,87528,0,58880024,58792496,69926912,69926912,69926912,69926912,69926912,69926912,299456,0,1429400,1129944,3473408,3473408,3473408,3473408,3473408,3473408
911375,209715200,9406544,200308656,911374,69926912,58928120,10998792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,207,5.527087432E9,5.9044344E7,87600.0,5.8956744E7,895499.0,911363,911368,5,-27887144,0,0,27887144,27983872,27983872,27983872,27983872,27983872,27983872,48096,0,58928120,58880024,69926912,69926912,69926912,69926912,69926912,69926912,-358944,0,1070456,1429400,3473408,3473408,3473408,3473408,3473408,3473408
915334,209715200,9406544,200308656,915290,69926912,58928120,10998792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,208,5.555071304E9,5.9073544E7,87600.0,5.8985944E7,899481.0,915343,915350,7,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,58957320,58928120,69926912,69926912,69926912,69926912,69926912,69926912,271080,0,1341536,1070456,3473408,3473408,3473408,3473408,3473408,3473408
919752,209715200,9406544,200308656,919751,69926912,59044920,10881992,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,209,5.582810704E9,5.9161144E7,87600.0,5.9073544E7,903846.0,919709,919715,6,-27739400,0,0,27739400,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59044920,58957320,69926912,69926912,69926912,69926912,69926912,69926912,-469440,0,872096,1341536,3473408,3473408,3473408,3473408,3473408,3473408
923634,209715200,9407096,200308104,923633,69926912,59074120,10852792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,210,5.610794576E9,5.9190344E7,87600.0,5.9102744E7,907715.0,923549,923584,35,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59074120,59044920,69926912,69926912,69926912,69926912,69926912,69926912,469440,0,1341536,872096,3473408,3473408,3473408,3473408,3473408,3473408
927881,209715200,9407096,200308104,927880,69926912,59074120,10852792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,211,5.63866784E9,5.9277944E7,87600.0,5.9190344E7,912026.0,927891,927895,4,-27873264,0,0,27873264,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59161720,59074120,69926912,69926912,69926912,69926912,69926912,69926912,-52960,0,1288576,1341536,3473408,3473408,3473408,3473408,3473408,3473408
932470,209715200,9407096,200308104,932470,69926912,59190920,10735992,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,212,5.666556144E9,5.9307144E7,87600.0,5.9219544E7,916600.0,932463,932469,6,-27888304,0,0,27888304,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59190920,59161720,69926912,69926912,69926912,69926912,69926912,69926912,-218120,0,1070456,1288576,3473408,3473408,3473408,3473408,3473408,3473408
935954,209715200,9407096,200308104,935953,69926912,59220120,10706792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,213,5.694405784E9,5.9336344E7,87600.0,5.9248744E7,920015.0,935878,935884,6,-27849640,0,0,27849640,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59220120,59190920,69926912,69926912,69926912,69926912,69926912,69926912,28720,0,1099176,1070456,3473408,3473408,3473408,3473408,3473408,3473408
939811,209715200,9407096,200308104,939810,69926912,59220120,10706792,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,214,5.722389656E9,5.9394744E7,87600.0,5.9307144E7,923973.0,939825,939842,17,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,58400,0,59278520,59220120,69926912,69926912,69926912,69926912,69926912,69926912,389424,0,1488600,1099176,3473408,3473408,3473408,3473408,3473408,3473408
944105,209715200,9407096,200308104,944103,69926912,59278520,10648392,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,215,5.750373528E9,5.942404E7,87600.0,5.933644E7,928287.0,944133,944156,23,-27983872,0,0,27983872,27983872,27983872,27983872,27983872,27983872,27983872,29296,0,59307816,59278520,69926912,69926912,69926912,69926912,69926912,69926912,69248,0,1557848,1488600,3473408,3473408,3473408,3473408,3473408,3473408
948383,209715200,9407096,200308104,948382,69926912,59395416,10531496,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,216,5.778352792E9,5.951164E7,87600.0,5.942404E7,932499.0,948341,948368,27,-27979264,0,0,27979264,27983872,27983872,27983872,27983872,27983872,27983872,87600,0,59395416,59307816,69926912,69926912,69926912,69926912,69926912,69926912,-485344,0,1072504,1557848,3473408,3473408,3473408,3473408,3473408,3473408
952091,209715200,9407544,200307656,952090,69926912,59424616,10502296,7,1.0,19408,22386,2978,-6491640,0,16140224,22631864,27983872,27983872,27983872,27983872,27983872,27983872,15016,0,47893416,47878400,69926912,69926912,69926912,69926912,69926912,69926912,380056,0,1531072,1151016,3473408,3473408,3473408,3473408,3473408,3473408,217,5.806311872E9,5.954084E7,87600.0,5.945324E7,936192.0,952050,952061,11,-27959080,0,0,27959080,27983872,27983872,27983872,27983872,27983872,27983872,29200,0,59424616,59395416,69926912,69926912,69926912,69926912,69926912,69926912,507200,0,1579704,1072504,3473408,3473408,3473408,3473408,3473408,3473408
