perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:Tenured:Gen:u(a-b),MiGC:Tenured:Gen:c(a-b),MiGC:Tenured:Gen:u(a),MiGC:Tenured:Gen:u(b),MiGC:Tenured:Gen:c(a),MiGC:Tenured:Gen:c(b),MiGC:Tenured:Gen:i(a),MiGC:Tenured:Gen:i(b),MiGC:Tenured:Gen:m(a),MiGC:Tenured:Gen:m(b),MiGC:Eden:Space:u(a-b),MiGC:Eden:Space:c(a-b),MiGC:Eden:Space:u(a),MiGC:Eden:Space:u(b),MiGC:Eden:Space:c(a),MiGC:Eden:Space:c(b),MiGC:Eden:Space:i(a),MiGC:Eden:Space:i(b),MiGC:Eden:Space:m(a),MiGC:Eden:Space:m(b),MiGC:Survivor:Space:u(a-b),MiGC:Survivor:Space:c(a-b),MiGC:Survivor:Space:u(a),MiGC:Survivor:Space:u(b),MiGC:Survivor:Space:c(a),MiGC:Survivor:Space:c(b),MiGC:Survivor:Space:i(a),MiGC:Survivor:Space:i(b),MiGC:Survivor:Space:m(a),MiGC:Survivor:Space:m(b)
6595,209715200,9221016,200494184,6565,559284224,4502896,554781328,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,5227,5233,6,730856,0,4502896,3772040,559284224,559284224,559284224,559284224,559284224,559284224,-223554288,0,0,223554288,223739904,223739904,223739904,223739904,223739904,223739904,2185416,0,11677664,9492248,27918336,27918336,27918336,27918336,27918336,27918336
9161,209715200,9449112,200266088,9158,559284224,4502896,554781328,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,9150,9156,6,0,0,4502896,4502896,559284224,559284224,559284224,559284224,559284224,559284224,-223016672,0,0,223016672,223739904,223739904,223739904,223739904,223739904,223739904,397840,0,12075504,11677664,27918336,27918336,27918336,27918336,27918336,27918336
11126,209715200,9462112,200253088,11123,559284224,4502896,554781328,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.23617256E8,7089048.0,0.0,7089048.0,1997.0,11140,11153,13,2586152,0,7089048,4502896,559284224,559284224,559284224,559284224,559284224,559284224,-223617256,0,0,223617256,223739904,223739904,223739904,223739904,223739904,223739904,-1078528,0,10996976,12075504,27918336,27918336,27918336,27918336,27918336,27918336
11954,209715200,9466672,200248528,11951,559284224,7128824,552155400,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.468374E8,7128824.0,0.0,7128824.0,2741.0,11892,11897,5,39776,0,7128824,7089048,559284224,559284224,559284224,559284224,559284224,559284224,-223220144,0,0,223220144,223739904,223739904,223739904,223739904,223739904,223739904,1501512,0,12498488,10996976,27918336,27918336,27918336,27918336,27918336,27918336
12442,209715200,9468056,200247144,12437,559284224,7948536,551335688,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.69951552E8,7948536.0,0.0,7948536.0,3203.0,12355,12359,4,819712,0,7948536,7128824,559284224,559284224,559284224,559284224,559284224,559284224,-223114152,0,0,223114152,223739904,223739904,223739904,223739904,223739904,223739904,-1548480,0,10950008,12498488,27918336,27918336,27918336,27918336,27918336,27918336
16404,209715200,9480280,200234920,16402,559284224,8679288,550604936,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.93096008E8,8679288.0,0.0,8679288.0,7230.0,16382,16386,4,730752,0,8679288,7948536,559284224,559284224,559284224,559284224,559284224,559284224,-223144456,0,0,223144456,223739904,223739904,223739904,223739904,223739904,223739904,1458240,0,12408248,10950008,27918336,27918336,27918336,27918336,27918336,27918336
21110,209715200,9492200,200223000,21108,559284224,9410080,549874144,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.116322784E9,9410080.0,0.0,9410080.0,11950.0,21102,21106,4,730792,0,9410080,8679288,559284224,559284224,559284224,559284224,559284224,559284224,-223226776,0,0,223226776,223739904,223739904,223739904,223739904,223739904,223739904,729816,0,13138064,12408248,27918336,27918336,27918336,27918336,27918336,27918336
22940,209715200,9507160,200208040,22936,559284224,9410368,549873856,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.339732512E9,9410368.0,0.0,9410368.0,13729.0,22875,22885,10,288,0,9410368,9410080,559284224,559284224,559284224,559284224,559284224,559284224,-223409728,0,0,223409728,223739904,223739904,223739904,223739904,223739904,223739904,-2799688,0,10338376,13138064,27918336,27918336,27918336,27918336,27918336,27918336
23409,209715200,9509784,200205416,23385,559284224,9410368,549873856,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.563101544E9,1.0257248E7,0.0,1.0257248E7,14243.0,23395,23399,4,846880,0,10257248,9410368,559284224,559284224,559284224,559284224,559284224,559284224,-223369032,0,0,223369032,223739904,223739904,223739904,223739904,223739904,223739904,615000,0,10953376,10338376,27918336,27918336,27918336,27918336,27918336,27918336
25378,209715200,9515096,200200104,25376,559284224,10986960,548297264,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.786578256E9,1.098696E7,0.0,1.098696E7,16203.0,25356,25359,3,729712,0,10986960,10257248,559284224,559284224,559284224,559284224,559284224,559284224,-223476712,0,0,223476712,223739904,223739904,223739904,223739904,223739904,223739904,-5424,0,10947952,10953376,27918336,27918336,27918336,27918336,27918336,27918336
