perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
6179,524288000,9500392,514787608,6133,69926912,3781800,66145112,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,5236,5265,29,16464,0,4323736,4307272,4325376,4325376,4325376,4325376,4325376,4325376,3406328,0,3781800,375472,69926912,69926912,69926912,69926912,69926912,69926912,-26279936,0,0,26279936,26279936,26279936,26279936,26279936,26279936,26279936
7319,524288000,9686680,514601320,7313,69926912,3781800,66145112,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.6279936E7,7639832.0,0.0,7639832.0,2127.0,7351,7392,41,-16400,0,4307336,4323736,4325376,4325376,4325376,4325376,4325376,4325376,3858032,0,7639832,3781800,69926912,69926912,69926912,69926912,69926912,69926912,-26279936,0,0,26279936,26279936,26279936,26279936,26279936,26279936,26279936
9606,524288000,9773136,514514864,9602,69926912,11142968,58783944,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.2559872E7,1.1142968E7,0.0,1.1142968E7,4315.0,9544,9580,36,13880,0,4321216,4307336,4325376,4325376,4325376,4325376,4325376,4325376,3503136,0,11142968,7639832,69926912,69926912,69926912,69926912,69926912,69926912,-26279936,0,0,26279936,26279936,26279936,26279936,26279936,26279936,26279936
11824,524288000,9793968,514494032,11819,69926912,11142968,58783944,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.8839808E7,1.5009304E7,0.0,1.5009304E7,6610.0,11838,11875,37,16,0,4321232,4321216,4325376,4325376,4325376,4325376,4325376,4325376,3866336,0,15009304,11142968,69926912,69926912,69926912,69926912,69926912,69926912,-26279936,0,0,26279936,26279936,26279936,26279936,26279936,26279936,26279936
14644,524288000,9803824,514484176,14640,69926912,17851368,52075544,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.05119744E8,1.7851368E7,0.0,1.7851368E7,9358.0,14613,14623,10,-8392,0,4312840,4321232,4325376,4325376,4325376,4325376,4325376,4325376,2842064,0,17851368,15009304,69926912,69926912,69926912,69926912,69926912,69926912,-26279936,-10616832,0,26279936,15663104,26279936,26279936,26279936,20971520,26279936
15875,524288000,9808944,514479056,15867,69926912,18539672,51387240,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.20782848E8,1.8539672E7,0.0,1.8539672E7,10597.0,15804,15862,58,595696,589824,4908536,4312840,4915200,4325376,4325376,4325376,4915200,4325376,688304,0,18539672,17851368,69926912,69926912,69926912,69926912,69926912,69926912,-15663104,0,0,15663104,15663104,15663104,26279936,26279936,20185088,20971520
17460,524288000,9818656,514469344,17453,69926912,19357752,50569160,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.36445952E8,1.9357752E7,0.0,1.9357752E7,12187.0,17442,17452,10,2313736,4915200,7222272,4908536,9830400,4915200,4325376,4325376,9830400,4915200,818080,0,19357752,18539672,69926912,69926912,69926912,69926912,69926912,69926912,-15663104,-131072,0,15663104,15532032,15663104,26279936,26279936,15532032,20185088
19557,524288000,9821640,514466360,19555,69926912,19953024,49973888,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.51977984E8,1.9953024E7,0.0,1.9953024E7,14254.0,19499,19519,20,-3045640,-262144,4176632,7222272,9568256,9830400,4325376,4325376,9568256,9830400,595272,0,19953024,19357752,69926912,69926912,69926912,69926912,69926912,69926912,-15532032,0,0,15532032,15532032,15532032,26279936,26279936,15532032,15532032
22392,524288000,9825352,514462648,22390,69926912,22888168,47038744,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.67510016E8,2.2888168E7,0.0,2.2888168E7,17021.0,22205,22286,81,-344304,262144,3832328,4176632,9830400,9568256,4325376,4325376,9830400,9568256,2935144,0,22888168,19953024,69926912,69926912,69926912,69926912,69926912,69926912,-15532032,-655360,0,15532032,14876672,15532032,26279936,26279936,15073280,15532032
23969,524288000,9834920,514453080,23959,69926912,22888168,47038744,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.82386688E8,2.6283352E7,0.0,2.6283352E7,18755.0,23976,24020,44,-3012104,-8978432,820224,3832328,851968,9830400,4325376,4325376,851968,9830400,3395184,0,26283352,22888168,69926912,69926912,69926912,69926912,69926912,69926912,-14876672,0,0,14876672,14876672,14876672,26279936,26279936,23461888,15073280
26985,524288000,9844600,514443400,26982,69926912,26788480,43138432,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.9726336E8,2.678848E7,0.0,2.678848E7,21712.0,26950,26977,27,2454888,9764864,3275112,820224,10616832,851968,4325376,4325376,10616832,851968,505128,0,26788480,26283352,69926912,69926912,69926912,69926912,69926912,69926912,-14876672,-1114112,0,14876672,13762560,14876672,26279936,26279936,13762560,23461888
29912,524288000,9851888,514436112,29909,69926912,29948904,39978008,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.1102592E8,2.9948904E7,0.0,2.9948904E7,24634.0,29887,29899,12,-2849032,-10158080,426080,3275112,458752,10616832,4325376,4325376,458752,10616832,3160424,0,29948904,26788480,69926912,69926912,69926912,69926912,69926912,69926912,-13762560,0,0,13762560,13762560,13762560,26279936,26279936,23527424,13762560
31911,524288000,9859464,514428536,31904,69926912,30170200,39756712,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.2478848E8,3.01702E7,0.0,3.01702E7,26606.0,31830,31871,41,3078472,10485760,3504552,426080,10944512,458752,4325376,4325376,10944512,458752,221296,0,30170200,29948904,69926912,69926912,69926912,69926912,69926912,69926912,-13762560,-393216,0,13762560,13369344,13762560,26279936,26279936,13369344,23527424
34218,524288000,9861136,514426864,34215,69926912,33600232,36326680,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.38157824E8,3.3600232E7,0.0,3.3600232E7,28934.0,34153,34199,46,-3209592,-327680,294960,3504552,10616832,10944512,4325376,4325376,10616832,10944512,3430032,0,33600232,30170200,69926912,69926912,69926912,69926912,69926912,69926912,-13369344,0,0,13369344,13369344,13369344,26279936,26279936,13500416,13369344
36550,524288000,9867952,514420048,36548,69926912,33706776,36220136,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.51509256E8,3.3706776E7,0.0,3.3706776E7,31250.0,36509,36515,6,1622920,196608,1917880,294960,10813440,10616832,4325376,4325376,10813440,10616832,106544,0,33706776,33600232,69926912,69926912,69926912,69926912,69926912,69926912,-13351432,131072,0,13351432,13500416,13369344,26279936,26279936,13500416,13500416
40198,524288000,9870144,514417856,40194,69926912,33706776,36220136,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.65009672E8,3.5352024E7,0.0,3.5352024E7,34990.0,40217,40255,38,144416,-196608,2062296,1917880,10616832,10813440,4325376,4325376,10616832,10813440,1645248,0,35352024,33706776,69926912,69926912,69926912,69926912,69926912,69926912,-13500416,0,0,13500416,13500416,13500416,26279936,26279936,13959168,13500416
42762,524288000,9877808,514410192,42759,69926912,35352024,34574888,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.78510088E8,3.698832E7,0.0,3.698832E7,37527.0,42766,42792,26,-1258440,-262144,803856,2062296,10354688,10616832,4325376,4325376,10354688,10616832,1636296,0,36988320,35352024,69926912,69926912,69926912,69926912,69926912,69926912,-13500416,786432,0,13500416,14286848,13500416,26279936,26279936,14286848,13959168
45243,524288000,9880792,514407208,45237,69926912,37506832,32420080,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.92796936E8,3.7506832E7,0.0,3.7506832E7,39961.0,45220,45226,6,2504024,-65536,3307880,803856,10289152,10354688,4325376,4325376,10289152,10354688,518512,0,37506832,36988320,69926912,69926912,69926912,69926912,69926912,69926912,-14286848,0,0,14286848,14286848,14286848,26279936,26279936,15007744,14286848
47988,524288000,9881984,514406016,47986,69926912,37506832,32420080,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.07083784E8,4.0392824E7,0.0,4.0392824E7,42730.0,47988,47995,7,-2652328,-655360,655552,3307880,9633792,10289152,4325376,4325376,9633792,10289152,2885992,0,40392824,37506832,69926912,69926912,69926912,69926912,69926912,69926912,-14286848,1441792,0,14286848,15728640,14286848,26279936,26279936,15728640,15007744
50975,524288000,9881984,514406016,50974,69926912,40876344,29050568,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.22812424E8,4.0876344E7,0.0,4.0876344E7,45668.0,50874,50933,59,2619560,-65536,3275112,655552,9568256,9633792,4325376,4325376,9568256,9633792,483520,0,40876344,40392824,69926912,69926912,69926912,69926912,69926912,69926912,-15728640,0,0,15728640,15728640,15728640,26279936,26279936,16384000,15728640
55100,524288000,9888968,514399032,55098,69926912,40876344,29050568,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.38541064E8,4.4036768E7,0.0,4.4036768E7,49840.0,55101,55105,4,-2816248,-589824,458864,3275112,8978432,9568256,4325376,4325376,8978432,9568256,3160424,0,44036768,40876344,69926912,69926912,69926912,69926912,69926912,69926912,-15728640,1310720,0,15728640,17039360,15728640,26279936,26279936,17039360,16384000
59182,524288000,9930040,514357960,59052,69926912,44036768,25890144,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.55580424E8,4.4290848E7,0.0,4.4290848E7,53896.0,59086,59161,75,3078456,-65536,3537320,458864,8912896,8978432,4325376,4325376,8912896,8978432,254080,0,44290848,44036768,69926912,69926912,69926912,69926912,69926912,69926912,-17039360,0,0,17039360,17039360,17039360,26279936,26279936,17498112,17039360
62119,524288000,9935856,514352144,62117,69926912,47408472,22518440,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.72619784E8,4.7408472E7,0.0,4.7408472E7,56843.0,62100,62108,8,-2881800,-393216,655520,3537320,8519680,8912896,4325376,4325376,8519680,8912896,3117624,0,47408472,44290848,69926912,69926912,69926912,69926912,69926912,69926912,-17039360,983040,0,17039360,18022400,17039360,26279936,26279936,18022400,17498112
66788,524288000,9941336,514346664,66786,69926912,47408472,22518440,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.90642184E8,4.7929968E7,0.0,4.7929968E7,61553.0,66788,66818,30,2635960,-131072,3291480,655520,8388608,8519680,4325376,4325376,8388608,8519680,521496,0,47929968,47408472,69926912,69926912,69926912,69926912,69926912,69926912,-18022400,0,0,18022400,18022400,18022400,26279936,26279936,18546688,18022400
71408,524288000,9948968,514339032,71406,69926912,50852824,19074088,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.08664584E8,5.0852824E7,0.0,5.0852824E7,66140.0,71365,71405,40,-2471256,-393216,820224,3291480,7995392,8388608,4325376,4325376,7995392,8388608,2922856,0,50852824,47929968,69926912,69926912,69926912,69926912,69926912,69926912,-18022400,1114112,0,18022400,19136512,18022400,26279936,26279936,19136512,18546688
75368,524288000,9966496,514321504,75367,69926912,50852824,19074088,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.27801096E8,5.134976E7,0.0,5.134976E7,70167.0,75377,75432,55,2504024,-196608,3324248,820224,7798784,7995392,4325376,4325376,7798784,7995392,496936,0,51349760,50852824,69926912,69926912,69926912,69926912,69926912,69926912,-19136512,0,0,19136512,19136512,19136512,26279936,26279936,19595264,19136512
78944,524288000,9967512,514320488,78942,69926912,51349760,18577152,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.46937608E8,5.4202952E7,0.0,5.4202952E7,73724.0,78962,78989,27,-2125792,-262144,1198456,3324248,7536640,7798784,4325376,4325376,7536640,7798784,2853192,0,54202952,51349760,69926912,69926912,69926912,69926912,69926912,69926912,-19136512,917504,0,19136512,20054016,19136512,26279936,26279936,20054016,19595264
82979,524288000,9968824,514319176,82885,69926912,55173264,14753648,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.66991624E8,5.5173264E7,0.0,5.5173264E7,77711.0,82946,82976,30,1781632,-196608,2980088,1198456,7340032,7536640,4325376,4325376,7340032,7536640,970312,0,55173264,54202952,69926912,69926912,69926912,69926912,69926912,69926912,-20054016,0,0,20054016,20054016,20054016,26279936,26279936,20578304,20054016
85522,524288000,9968824,514319176,85520,69926912,57670008,12256904,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.8704564E8,5.7670008E7,0.0,5.7670008E7,80254.0,85438,85519,81,721120,-327680,3701208,2980088,7012352,7340032,4325376,4325376,7012352,7340032,2496744,0,57670008,55173264,69926912,69926912,69926912,69926912,69926912,69926912,-20054016,917504,0,20054016,20971520,20054016,26279936,26279936,20971520,20578304
88107,524288000,9969040,514318960,88105,69926912,60899368,9027544,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5.0801716E8,6.0899368E7,0.0,6.0899368E7,82786.0,88013,88051,38,-1592432,-65536,2108776,3701208,6946816,7012352,4325376,4325376,6946816,7012352,3229360,0,60899368,57670008,69926912,69926912,69926912,69926912,69926912,69926912,-20971520,0,0,20971520,20971520,20971520,26279936,26279936,21299200,20971520
90814,524288000,9969040,514318960,90813,69926912,60899368,9027544,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5.2898868E8,6.2627664E7,0.0,6.2627664E7,85589.0,90818,90854,36,412480,-262144,2521256,2108776,6684672,6946816,4325376,4325376,6684672,6946816,1728296,0,62627664,60899368,69926912,69926912,69926912,69926912,69926912,69926912,-20971520,983040,0,20971520,21954560,20971520,26279936,26279936,21954560,21299200
94550,524288000,9969040,514318960,94549,69926912,64605200,5321712,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5.5094324E8,6.46052E7,0.0,6.46052E7,89283.0,94518,94548,30,983248,-393216,3504504,2521256,6291456,6684672,4325376,4325376,6291456,6684672,1977536,0,64605200,62627664,69926912,69926912,69926912,69926912,69926912,69926912,-21954560,0,0,21954560,21954560,21954560,26279936,26279936,22413312,21954560
98757,524288000,9965592,514322408,98219,69926912,61278472,8648440,1,32.0,98248,98738,490,-3815928,0,0,3815928,6225920,6225920,4325376,4325376,6225920,6225920,-6315088,0,61278472,67593560,69926912,69926912,69926912,69926912,69926912,69926912,0,0,0,0,22347776,22347776,26279936,26279936,22413312,22413312,34,5.728978E8,6.759356E7,0.0,6.759356E7,92983.0,98219,98248,29,311424,-65536,3815928,3504504,6225920,6291456,4325376,4325376,6225920,6291456,2988360,0,67593560,64605200,69926912,69926912,69926912,69926912,69926912,69926912,-21954560,393216,0,21954560,22347776,21954560,26279936,26279936,22413312,22413312
101764,524288000,9965624,514322376,101763,69926912,61278472,8648440,1,32.0,98248,98738,490,-3815928,0,0,3815928,6225920,6225920,4325376,4325376,6225920,6225920,-6315088,0,61278472,67593560,69926912,69926912,69926912,69926912,69926912,69926912,0,0,0,0,22347776,22347776,26279936,26279936,22413312,22413312,35,5.95245576E8,6.759356E7,0.0,6.759356E7,96468.0,101730,101733,3,836208,65536,836208,0,6291456,6225920,4325376,4325376,6291456,6225920,0,0,61278472,61278472,69926912,69926912,69926912,69926912,69926912,69926912,-22347776,0,0,22347776,22347776,22347776,26279936,26279936,22347776,22413312
