perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
266106,524288000,10237936,514050064,266093,1118502912,8192,1118494720,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,265977,266092,115,7775136,0,7775136,0,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,8192,0,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
404702,524288000,10428552,513859448,404692,1118502912,16384,1118486528,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.19495936E8,16384.0,0.0,16384.0,138596.0,404609,404688,79,81384,0,7856520,7775136,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,16384,8192,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
481152,524288000,10451640,513836360,481148,1118502912,24576,1118478336,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.38991872E8,24576.0,0.0,24576.0,215036.0,481058,481128,70,-48256,0,7808264,7856520,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,24576,16384,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
570379,524288000,10469392,513818608,570377,1118502912,32768,1118470144,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.258487808E9,32768.0,0.0,32768.0,304284.0,570280,570376,96,-33160,0,7775104,7808264,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,32768,24576,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
663749,524288000,10479264,513808736,663748,1118502912,40960,1118461952,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.677983744E9,40960.0,0.0,40960.0,397463.0,662584,663555,971,164032,0,7939136,7775104,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,40960,32768,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,481361920,419495936
755693,524288000,10483000,513805000,755693,1118502912,40960,1118461952,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.09747968E9,40960.0,0.0,40960.0,489544.0,755588,755636,48,-163808,-61865984,7775328,7939136,7995392,69861376,69861376,69861376,7995392,69861376,0,0,40960,40960,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,123731968,0,419495936,543227904,419495936,419495936,419495936,543227904,481361920
875608,524288000,10486856,513801144,875608,1118502912,1705488,1116797424,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.640707584E9,1705488.0,0.0,1705488.0,609414.0,875470,875506,36,-1638432,-1835008,6136896,7775328,6160384,7995392,69861376,69861376,6160384,7995392,1664528,0,1705488,40960,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-543227904,0,0,543227904,543227904,543227904,419495936,419495936,544735232,543227904
984929,524288000,10493840,513794160,984928,1118502912,1738256,1116764656,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.183935488E9,1738256.0,0.0,1738256.0,718835.0,984876,984927,51,16848,2162688,6153744,6136896,8323072,6160384,69861376,69861376,8323072,6160384,32768,0,1738256,1705488,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-543227904,-1048576,0,543227904,542179328,543227904,419495936,419495936,542375936,544735232
1092075,524288000,10495744,513792256,1092071,1118502912,1754640,1116748272,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.726114816E9,1754640.0,0.0,1754640.0,825978.0,1092033,1092070,37,0,-2162688,6153744,6153744,6160384,8323072,69861376,69861376,6160384,8323072,16384,0,1754640,1738256,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-542179328,0,0,542179328,542179328,542179328,419495936,419495936,544407552,542375936
1198741,524288000,10497704,513790296,1198740,1118502912,1762832,1116740080,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.268294144E9,1762832.0,0.0,1762832.0,932647.0,1198661,1198739,78,-33488,2490368,6120256,6153744,8650752,6160384,69861376,69861376,8650752,6160384,8192,0,1762832,1754640,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-542179328,-393216,0,542179328,541786112,542179328,419495936,419495936,541851648,544407552
1315712,524288000,10498928,513789072,1315711,1118502912,1771024,1116731888,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4.810080256E9,1771024.0,0.0,1771024.0,1049584.0,1315647,1315676,29,49936,65536,6170192,6120256,8716288,8650752,69861376,69861376,8716288,8650752,8192,0,1771024,1762832,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-541786112,0,0,541786112,541786112,541786112,419495936,419495936,541786112,541851648
1430730,524288000,10519896,513768104,1430728,1118502912,1803824,1116699088,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.351866368E9,1803824.0,0.0,1803824.0,1164635.0,1430677,1430727,50,-82184,0,6088008,6170192,8716288,8716288,69861376,69861376,8716288,8716288,32800,0,1803824,1771024,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-541786112,0,0,541786112,541786112,541786112,419495936,419495936,541786112,541786112
1543637,524288000,10520984,513767016,1543636,1118502912,1828400,1116674512,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.89365248E9,1828400.0,0.0,1828400.0,1277539.0,1543585,1543631,46,48760,0,6136768,6088008,8716288,8716288,69861376,69861376,8716288,8716288,24576,0,1828400,1803824,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-541786112,0,0,541786112,541786112,541786112,419495936,419495936,541786112,541786112
1652539,524288000,10522744,513765256,1652538,1118502912,1861200,1116641712,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.435438592E9,1861200.0,0.0,1861200.0,1386429.0,1652482,1652521,39,656,0,6137424,6136768,8716288,8716288,69861376,69861376,8716288,8716288,32800,0,1861200,1828400,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-541786112,65536,0,541786112,541851648,541786112,419495936,419495936,541851648,541786112
1756029,524288000,10524400,513763600,1756026,1118502912,1869392,1116633520,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6.97729024E9,1869392.0,0.0,1869392.0,1489930.0,1755947,1756022,75,-33488,-65536,6103936,6137424,8650752,8716288,69861376,69861376,8650752,8716288,8192,0,1869392,1861200,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-541851648,0,0,541851648,541851648,541851648,419495936,419495936,541982720,541851648
