perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
64052,524288000,12418576,511869424,64021,1118502912,8192,1118494720,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,63490,63529,39,4948544,0,4948544,0,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,8192,0,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
73461,524288000,12646384,511641616,73457,1118502912,8192,1118494720,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.19495936E8,16384.0,0.0,16384.0,11067.0,74532,74596,64,-327584,0,4620960,4948544,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,16384,8192,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
85394,524288000,12729864,511558136,85381,1118502912,16384,1118486528,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.38991872E8,90128.0,0.0,90128.0,24976.0,87107,88505,1398,196464,0,4817424,4620960,69861376,69861376,69861376,69861376,69861376,69861376,73744,0,90128,16384,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
102749,524288000,12764576,511523424,102744,1118502912,98320,1118404592,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.258487808E9,98320.0,0.0,98320.0,39202.0,101907,102731,824,196784,0,5014208,4817424,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,98320,90128,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,419495936,419495936
117700,524288000,12860376,511427624,117696,1118502912,106512,1118396400,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.677983744E9,106512.0,0.0,106512.0,54144.0,117635,117673,38,-98304,0,4915904,5014208,69861376,69861376,69861376,69861376,69861376,69861376,8192,0,106512,98320,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,0,0,419495936,419495936,419495936,419495936,419495936,484245504,419495936
141853,524288000,12894904,511393096,141850,1118502912,106512,1118396400,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.09747968E9,106512.0,0.0,106512.0,82176.0,144907,145705,798,-245872,-64749568,4670032,4915904,5111808,69861376,69861376,69861376,5111808,69861376,0,0,106512,106512,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-419495936,129368064,0,419495936,548864000,419495936,419495936,419495936,548929536,484245504
158530,524288000,12917672,511370328,158525,1118502912,106512,1118396400,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.64634368E9,3068832.0,0.0,3068832.0,99950.0,162954,163479,525,-2834480,-3211264,1835552,4670032,1900544,5111808,69861376,69861376,1900544,5111808,2962320,0,3068832,106512,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-548864000,0,0,548864000,548864000,548864000,419495936,419495936,551550976,548929536
182443,524288000,12935584,511352416,182441,1118502912,3068832,1115434080,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.19520768E9,3109824.0,0.0,3109824.0,118974.0,182495,182503,8,-98176,3866624,1737376,1835552,5767168,1900544,69861376,69861376,5767168,1900544,40992,0,3109824,3068832,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-548864000,-1966080,0,548864000,546897920,548864000,419495936,419495936,547291136,551550976
194890,524288000,12951736,511336264,194888,1118502912,3118016,1115384896,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.7421056E9,3118016.0,0.0,3118016.0,131357.0,194857,194886,29,-180320,-4194304,1557056,1737376,1572864,5767168,69861376,69861376,1572864,5767168,8192,0,3118016,3109824,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546897920,0,0,546897920,546897920,546897920,419495936,419495936,551288832,547291136
205551,524288000,12960184,511327816,205548,1118502912,3134400,1115368512,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.28900352E9,3134400.0,0.0,3134400.0,140259.0,203758,203788,30,-213168,4784128,1343888,1557056,6356992,1572864,69861376,69861376,6356992,1572864,16384,0,3134400,3118016,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546897920,-786432,0,546897920,546111488,546897920,419495936,419495936,546308096,551288832
213656,524288000,12966080,511321920,213653,1118502912,3142592,1115360320,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4.835115008E9,3142592.0,0.0,3142592.0,150102.0,213625,213631,6,606512,196608,1950400,1343888,6553600,6356992,69861376,69861376,6553600,6356992,8192,0,3142592,3134400,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546111488,0,0,546111488,546111488,546111488,419495936,419495936,546111488,546308096
222778,524288000,12969552,511318448,222770,1118502912,3150784,1115352128,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.381226496E9,3150784.0,0.0,3150784.0,159184.0,222707,222713,6,-32736,0,1917664,1950400,6553600,6553600,69861376,69861376,6553600,6553600,8192,0,3150784,3142592,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546111488,65536,0,546111488,546177024,546111488,419495936,419495936,546177024,546111488
235959,524288000,12971408,511316592,235955,1118502912,3150784,1115352128,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5.92740352E9,3158976.0,0.0,3158976.0,176306.0,238741,239835,1094,-393408,-65536,1524256,1917664,6488064,6553600,69861376,69861376,6488064,6553600,8192,0,3158976,3150784,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546177024,0,0,546177024,546177024,546177024,419495936,419495936,546308096,546177024
252995,524288000,12988216,511299784,252988,1118502912,3175360,1115327552,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6.473580544E9,3175360.0,0.0,3175360.0,189448.0,252971,252977,6,213136,-65536,1737392,1524256,6422528,6488064,69861376,69861376,6422528,6488064,16384,0,3175360,3158976,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546177024,262144,0,546177024,546439168,546177024,419495936,419495936,546439168,546308096
263806,524288000,13028200,511259800,263800,1118502912,3199968,1115302944,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.02000912E9,3199968.0,0.0,3199968.0,200270.0,263783,263799,16,130992,-65536,1868384,1737392,6356992,6422528,69861376,69861376,6356992,6422528,24608,0,3199968,3175360,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546428576,0,0,546428576,546439168,546439168,419495936,419495936,546701312,546439168
271728,524288000,13035688,511252312,271725,1118502912,3199968,1115302944,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7.566448288E9,3208160.0,0.0,3208160.0,208291.0,271795,271820,25,-229424,-196608,1638960,1868384,6160384,6356992,69861376,69861376,6160384,6356992,8192,0,3208160,3199968,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546439168,524288,0,546439168,546963456,546439168,419495936,419495936,546963456,546701312
279695,524288000,13042928,511245072,279693,1118502912,3216352,1115286560,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8.113411744E9,3216352.0,0.0,3216352.0,216157.0,279670,279686,16,-131040,-65536,1507920,1638960,6094848,6160384,69861376,69861376,6094848,6160384,8192,0,3216352,3208160,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546963456,0,0,546963456,546963456,546963456,419495936,419495936,547160064,546963456
289512,524288000,13060056,511227944,289509,1118502912,3224544,1115278368,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8.6603752E9,3224544.0,0.0,3224544.0,225920.0,289436,289449,13,426096,-131072,1934016,1507920,5963776,6094848,69861376,69861376,5963776,6094848,8192,0,3224544,3216352,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-546963456,589824,0,546963456,547553280,546963456,419495936,419495936,547553280,547160064
297903,524288000,13064104,511223896,297902,1118502912,3232736,1115270176,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9.20792848E9,3232736.0,0.0,3232736.0,234365.0,297890,297894,4,-16320,-262144,1917696,1934016,5701632,5963776,69861376,69861376,5701632,5963776,8192,0,3232736,3224544,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-547553280,0,0,547553280,547553280,547553280,419495936,419495936,548012032,547553280
308726,524288000,13078672,511209328,308725,1118502912,3249120,1115253792,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9.75548176E9,3249120.0,0.0,3249120.0,245191.0,308660,308720,60,343936,-196608,2261632,1917696,5505024,5701632,69861376,69861376,5505024,5701632,16384,0,3249120,3232736,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-547553280,917504,0,547553280,548470784,547553280,419495936,419495936,548470784,548012032
315083,524288000,13079008,511208992,315080,1118502912,3785744,1114717168,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.0303952544E10,3785744.0,0.0,3785744.0,251475.0,314998,315004,6,-491520,-262144,1770112,2261632,5242880,5505024,69861376,69861376,5242880,5505024,536624,0,3785744,3249120,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-548470784,0,0,548470784,548470784,548470784,419495936,419495936,548864000,548470784
322530,524288000,13079008,511208992,322529,1118502912,3793936,1114708976,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0852423328E10,3793936.0,0.0,3793936.0,258995.0,322518,322524,6,16400,-131072,1786512,1770112,5111808,5242880,69861376,69861376,5111808,5242880,8192,0,3793936,3785744,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-548470784,720896,0,548470784,549191680,548470784,419495936,419495936,549191680,548864000
329543,524288000,13079952,511208048,329542,1118502912,3802128,1114700784,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.1401615008E10,3802128.0,0.0,3802128.0,265991.0,329513,329520,7,-32704,-196608,1753808,1786512,4915200,5111808,69861376,69861376,4915200,5111808,8192,0,3802128,3793936,1118502912,1118502912,1118502912,1118502912,1118502912,1118502912,-549191680,0,0,549191680,549191680,549191680,419495936,419495936,549519360,549191680
