perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
9028,524288000,19936552,504351448,9024,559284224,73744,559210480,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,8925,8950,25,8068976,0,8068976,0,34930688,34930688,34930688,34930688,34930688,34930688,73744,0,73744,0,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
10581,524288000,21591528,502696472,10578,559284224,81936,559202288,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.097152E8,81936.0,0.0,81936.0,1605.0,10523,10555,32,8623760,0,16692736,8068976,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,81936,73744,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
11883,524288000,21805584,502482416,11879,559284224,90128,559194096,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.194304E8,90128.0,0.0,90128.0,2928.0,11815,11878,63,10721248,0,27413984,16692736,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,90128,81936,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
12942,524288000,21850872,502437128,12940,559284224,3069472,556214752,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.291456E8,3069472.0,0.0,3069472.0,3989.0,12864,12939,75,7508976,0,34922960,27413984,34930688,34930688,34930688,34930688,34930688,34930688,2979344,0,3069472,90128,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
13892,524288000,21879240,502408760,13889,559284224,13973040,545311184,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.388608E8,1.397304E7,0.0,1.397304E7,4934.0,13821,13884,63,-9184,0,34913776,34922960,34930688,34930688,34930688,34930688,34930688,34930688,10903568,0,13973040,3069472,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
18516,524288000,23529152,500758848,18508,559284224,13981232,545302992,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.048576E9,1.3981232E7,0.0,1.3981232E7,9557.0,18441,18507,66,-12880336,0,22033440,34913776,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,13981232,13973040,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,-35782656,0,209715200,173932544,209715200,209715200,209715200,191823872,209715200
23101,524288000,24176712,500111288,23099,559284224,23201936,536082288,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.222508544E9,2.3201936E7,0.0,2.3201936E7,14149.0,23004,23099,95,-5620472,17891328,16412968,22033440,52822016,34930688,34930688,34930688,52822016,34930688,9220704,0,23201936,13981232,559284224,559284224,559284224,559284224,559284224,559284224,-173932544,0,0,173932544,173932544,173932544,209715200,209715200,175439872,191823872
33951,524288000,24682528,499605472,33938,559284224,28969104,530315120,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.396441088E9,2.8969104E7,0.0,2.8969104E7,24987.0,33877,33937,60,-6055672,-1507328,10357296,16412968,51314688,52822016,34930688,34930688,51314688,52822016,5767168,0,28969104,23201936,559284224,559284224,559284224,559284224,559284224,559284224,-173932544,3342336,0,173932544,177274880,173932544,209715200,209715200,177274880,175439872
43738,524288000,24758376,499529624,43737,559284224,28969104,530315120,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.573715968E9,3.3672744E7,0.0,3.3672744E7,34856.0,43781,43806,25,-6008960,-46923776,4348336,10357296,4390912,51314688,34930688,34930688,4390912,51314688,4703640,0,33672744,28969104,559284224,559284224,559284224,559284224,559284224,559284224,-177274880,0,0,177274880,177274880,177274880,209715200,209715200,223739904,177274880
52838,524288000,24811472,499476528,52837,559284224,36281264,523002960,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.750990848E9,3.6281264E7,0.0,3.6281264E7,43873.0,52794,52823,29,-3250832,47054848,1097504,4348336,51445760,4390912,34930688,34930688,51445760,4390912,2608520,0,36281264,33672744,559284224,559284224,559284224,559284224,559284224,559284224,-177274880,-1245184,0,177274880,176029696,177274880,209715200,209715200,176357376,223739904
61314,524288000,24864480,499423520,61313,559284224,36577000,522707224,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.927020544E9,3.6577E7,0.0,3.6577E7,52309.0,61230,61259,29,7579936,327680,8677440,1097504,51773440,51445760,34930688,34930688,51773440,51445760,295736,0,36577000,36281264,559284224,559284224,559284224,559284224,559284224,559284224,-176029696,0,0,176029696,176029696,176029696,209715200,209715200,177471488,176357376
68164,524288000,24893256,499394744,68163,559284224,36577000,522707224,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.10305024E9,4.4722424E7,0.0,4.4722424E7,59301.0,68185,68251,66,336768,-1441792,9014208,8677440,50331648,51773440,34930688,34930688,50331648,51773440,8145424,0,44722424,36577000,559284224,559284224,559284224,559284224,559284224,559284224,-176029696,4587520,0,176029696,180617216,176029696,209715200,209715200,180617216,177471488
