perm-s t,perm-s c,perm-s u,perm-s f,og-s t,og-s c,og-s u,og-s f,MaGC-s id,MaGC-# miGCs,MaGC:start,MaGC:end,MaGC:duration,MaGC:Tenured:Gen:u(a-b),MaGC:Tenured:Gen:c(a-b),MaGC:Tenured:Gen:u(a),MaGC:Tenured:Gen:u(b),MaGC:Tenured:Gen:c(a),MaGC:Tenured:Gen:c(b),MaGC:Tenured:Gen:i(a),MaGC:Tenured:Gen:i(b),MaGC:Tenured:Gen:m(a),MaGC:Tenured:Gen:m(b),MaGC:Eden:Space:u(a-b),MaGC:Eden:Space:c(a-b),MaGC:Eden:Space:u(a),MaGC:Eden:Space:u(b),MaGC:Eden:Space:c(a),MaGC:Eden:Space:c(b),MaGC:Eden:Space:i(a),MaGC:Eden:Space:i(b),MaGC:Eden:Space:m(a),MaGC:Eden:Space:m(b),MaGC:Survivor:Space:u(a-b),MaGC:Survivor:Space:c(a-b),MaGC:Survivor:Space:u(a),MaGC:Survivor:Space:u(b),MaGC:Survivor:Space:c(a),MaGC:Survivor:Space:c(b),MaGC:Survivor:Space:i(a),MaGC:Survivor:Space:i(b),MaGC:Survivor:Space:m(a),MaGC:Survivor:Space:m(b),MiGC-s id,MiGC-T eMA,MiGC-T ogMA,MiGC-T ogMA%MiGCs,MiGC-T ogMAByMiGCs,MiGC-T t%MiGCs,MiGC:start,MiGC:end,MiGC:duration,MiGC:PS:Survivor:Space:u(a-b),MiGC:PS:Survivor:Space:c(a-b),MiGC:PS:Survivor:Space:u(a),MiGC:PS:Survivor:Space:u(b),MiGC:PS:Survivor:Space:c(a),MiGC:PS:Survivor:Space:c(b),MiGC:PS:Survivor:Space:i(a),MiGC:PS:Survivor:Space:i(b),MiGC:PS:Survivor:Space:m(a),MiGC:PS:Survivor:Space:m(b),MiGC:PS:Old:Gen:u(a-b),MiGC:PS:Old:Gen:c(a-b),MiGC:PS:Old:Gen:u(a),MiGC:PS:Old:Gen:u(b),MiGC:PS:Old:Gen:c(a),MiGC:PS:Old:Gen:c(b),MiGC:PS:Old:Gen:i(a),MiGC:PS:Old:Gen:i(b),MiGC:PS:Old:Gen:m(a),MiGC:PS:Old:Gen:m(b),MiGC:PS:Eden:Space:u(a-b),MiGC:PS:Eden:Space:c(a-b),MiGC:PS:Eden:Space:u(a),MiGC:PS:Eden:Space:u(b),MiGC:PS:Eden:Space:c(a),MiGC:PS:Eden:Space:c(b),MiGC:PS:Eden:Space:i(a),MiGC:PS:Eden:Space:i(b),MiGC:PS:Eden:Space:m(a),MiGC:PS:Eden:Space:m(b)
32942,524288000,26028072,498259928,32941,559284224,8192,559276032,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,32840,32939,99,9657432,0,9657432,0,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,8192,0,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
158740,524288000,27797416,496490584,158672,559284224,16384,559267840,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.097152E8,16384.0,0.0,16384.0,125798.0,158673,158737,64,2612464,0,12269896,9657432,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,16384,8192,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
318097,524288000,27807768,496480232,318096,559284224,16384,559267840,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.194304E8,24576.0,0.0,24576.0,285283.0,318098,318222,124,-1985584,0,10284312,12269896,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,24576,16384,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
483338,524288000,27808832,496479168,483337,559284224,24576,559259648,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.291456E8,24576.0,0.0,24576.0,450296.0,483188,483235,47,114424,0,10398736,10284312,34930688,34930688,34930688,34930688,34930688,34930688,0,0,24576,24576,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,209715200,209715200
644621,524288000,27808864,496479136,644620,559284224,32768,559251456,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.388608E8,32768.0,0.0,32768.0,611579.0,644492,644518,26,-76392,0,10322344,10398736,34930688,34930688,34930688,34930688,34930688,34930688,8192,0,32768,24576,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,0,0,209715200,209715200,209715200,209715200,209715200,232652800,209715200
749990,524288000,28425288,495862712,749989,559284224,10096784,549187440,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.048576E9,1.0096784E7,0.0,1.0096784E7,717049.0,749848,749988,140,1643216,-22937600,11965560,10322344,11993088,34930688,34930688,34930688,11993088,34930688,10064016,0,10096784,32768,559284224,559284224,559284224,559284224,559284224,559284224,-209715200,33423360,0,209715200,243138560,209715200,209715200,209715200,249364480,232652800
872203,524288000,28489720,495798280,872199,559284224,20007776,539276448,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.29171456E9,2.0007776E7,0.0,2.0007776E7,839259.0,871959,872198,239,5226416,5242880,17191976,11965560,17235968,11993088,34930688,34930688,17235968,11993088,9910992,0,20007776,10096784,559284224,559284224,559284224,559284224,559284224,559284224,-243138560,0,0,243138560,243138560,243138560,209715200,209715200,243138560,249364480
996642,524288000,28583976,495704024,996641,559284224,20007776,539276448,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.53485312E9,2.0106176E7,0.0,2.0106176E7,963931.0,996642,996870,228,-16400,1966080,17175576,17191976,19202048,17235968,34930688,34930688,19202048,17235968,98400,0,20106176,20007776,559284224,559284224,559284224,559284224,559284224,559284224,-243138560,-5111808,0,243138560,238026752,243138560,209715200,209715200,239599616,243138560
1120483,524288000,28629296,495658704,1120482,559284224,20594584,538689640,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.772879872E9,2.0594584E7,0.0,2.0594584E7,1087539.0,1120218,1120478,260,-1152024,-3145728,16023552,17175576,16056320,19202048,34930688,34930688,16056320,19202048,488408,0,20594584,20106176,559284224,559284224,559284224,559284224,559284224,559284224,-238026752,0,0,238026752,238026752,238026752,209715200,209715200,242548736,239599616
1243308,524288000,28703656,495584344,1243308,559284224,20643736,538640488,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.010906624E9,2.0643736E7,0.0,2.0643736E7,1210362.0,1243239,1243301,62,163840,4915200,16187392,16023552,20971520,16056320,34930688,34930688,20971520,16056320,49152,0,20643736,20594584,559284224,559284224,559284224,559284224,559284224,559284224,-238026752,-786432,0,238026752,237240320,238026752,209715200,209715200,237436928,242548736
